study_id,land_use_system,land_use_type,area_id,sample_set,sample_pooling,sample_plot_size_m,design_type,continent,country,country_region,climate_zone,precipitation_condition,sampling_year,sampling_season,sampling_month,soil_sample_number,soil_depth_cm,soil_type,species_delimination_method,shannon_index,total_number_of_species_in_study,species_richness_absolute,species_richness_relative,OTU_total_in_study,OTU_number_absolute,OTU_number_relative,ACE,Chao1,pielou_evenness,berger_dominance,simpson,dominant_phylum,dominant_func_guild,notes
14,monoculture,strong anthropogene,1,1,TRUE,2.5x2.5,field study,asia,China,Songnen Plain,temperate,20.9,2017,autumn,october,3,1-10,sand clay-loam,genetically,7.42,,,,21572.00,2084.67,0.097,,,,,0.02,Ascomycota,saprophytic,
14,monoculture,strong anthropogene,2,1,TRUE,2.5x2.5,field study,asia,China,Songnen Plain,temperate,20.9,2017,autumn,october,3,1-10,sand clay-loam,genetically,7.85,,,,21572.00,1587.33,0.074,,,,,0.01,Ascomycota,saprophytic,
14,secondary forest,moderate,3,1,TRUE,2.5x2.5,field study,asia,China,Songnen Plain,temperate,20.9,2017,autumn,october,3,1-10,sand clay-loam,genetically,8.09,,,,21572.00,1796.50,0.083,,,,,0.03,Ascomycota,saprophytic,
14,wetland,natural,4,1,TRUE,2.5x2.5,field study,asia,China,Songnen Plain,temperate,20.9,2017,autumn,october,3,1-10,sand clay-loam,genetically,8.01,,,,21572.00,2122.50,0.098,,,,,0.01,Ascomycota,saprophytic,
14,wasteland,natural,5,1,TRUE,2.5x2.5,field study,asia,China,Songnen Plain,temperate,20.9,2017,autumn,october,3,1-10,sand clay-loam,genetically,7.48,,,,21572.00,1530.67,0.071,,,,,0.02,Ascomycota,saprophytic,
14,grassland,natural,6,1,TRUE,2.5x2.5,field study,asia,China,Songnen Plain,temperate,20.9,2017,autumn,october,3,1-10,sand clay-loam,genetically,7.64,,,,21572.00,1427.00,0.066,,,,,0.02,Ascomycota,saprophytic,
15,primary forest,natural,1,1,TRUE,20x20,field study,australia,New Zealand,,temperate,,2015,autumn,march,1,1-15,,genetically,4.12,,,,,470.93,,,,,,0.05,Ascomycota,,
15,secondary forest,moderate,2,1,TRUE,20x20,field study,australia,New Zealand,,temperate,,2015,autumn,march,1,1-15,,genetically,3.09,,,,,290.60,,,,,,0.12,Ascomycota,,
15,grassland,moderate,3,1,TRUE,20x20,field study,australia,New Zealand,,temperate,,2015,autumn,march,1,1-15,,genetically,3.33,,,,,328.33,,,,,,0.12,Ascomycota,,
15,grassland,strong anthropogene,4,1,TRUE,20x20,field study,australia,New Zealand,,temperate,,2015,autumn,march,1,1-15,,genetically,4.02,,,,,353.47,,,,,,0.05,Ascomycota,,
15,monoculture,strong anthropogene,5,1,TRUE,20x20,field study,australia,New Zealand,,temperate,,2015,autumn,march,1,1-15,,genetically,3.67,,,,,366.33,,,,,,0.08,Ascomycota,,
16,primary forest,natural,1,1,TRUE,2.5x2.5,field study,europe,Italy,Berchidda,subtropical,81.14,2007,spring,may,5,1-20,"haplic cambisol, anthrosol, luvisol",genetically,,,,,386.00,83,0.215,,,,,,Ascomycota,saprophytic,
16,grassland,moderate,2,1,TRUE,2.5x2.5,field study,europe,Italy,Berchidda,subtropical,81.14,2007,spring,may,5,1-20,"haplic cambisol, anthrosol, luvisol",genetically,,,,,386.00,85,0.220,,,,,,Ascomycota,saprophytic,
16,grassland,moderate,3,1,TRUE,2.5x2.5,field study,europe,Italy,Berchidda,subtropical,81.14,2007,spring,may,5,1-20,"haplic cambisol, anthrosol, luvisol",genetically,,,,,386.00,72,0.187,,,,,,Ascomycota,saprophytic,
16,monoculture,strong anthropogene,4,1,TRUE,2.5x2.5,field study,europe,Italy,Berchidda,subtropical,81.14,2007,spring,may,5,1-20,"haplic cambisol, anthrosol, luvisol",genetically,,,,,386.00,77,0.199,,,,,,Ascomycota,saprophytic,
16,monoculture,strong anthropogene,5,1,TRUE,2.5x2.5,field study,europe,Italy,Berchidda,subtropical,81.14,2007,spring,may,5,1-20,"haplic cambisol, anthrosol, luvisol",genetically,,,,,386.00,51.00,0.132,,,,,,Ascomycota,saprophytic,
16,primary forest,natural,1,2,TRUE,2.5x2.5,field study,europe,Italy,Berchidda,subtropical,81.14,2007,spring,may,5,1-20,"haplic cambisol, anthrosol, luvisol",genetically,,,,,506.00,104.00,0.206,,,,,,Ascomycota,saprophytic,
16,grassland,moderate,2,2,TRUE,2.5x2.5,field study,europe,Italy,Berchidda,subtropical,81.14,2007,spring,may,5,1-20,"haplic cambisol, anthrosol, luvisol",genetically,,,,,506.00,119.00,0.235,,,,,,Ascomycota,saprophytic,
16,grassland,moderate,3,2,TRUE,2.5x2.5,field study,europe,Italy,Berchidda,subtropical,81.14,2007,spring,may,5,1-20,"haplic cambisol, anthrosol, luvisol",genetically,,,,,506.00,113.00,0.223,,,,,,Ascomycota,saprophytic,
16,monoculture,strong anthropogene,4,2,TRUE,2.5x2.5,field study,europe,Italy,Berchidda,subtropical,81.14,2007,spring,may,5,1-20,"haplic cambisol, anthrosol, luvisol",genetically,,,,,506.00,77.00,0.152,,,,,,Ascomycota,saprophytic,
16,monoculture,strong anthropogene,5,2,TRUE,2.5x2.5,field study,europe,Italy,Berchidda,subtropical,81.14,2007,spring,may,5,1-20,"haplic cambisol, anthrosol, luvisol",genetically,,,,,506.00,58.00,0.115,,,,,,Ascomycota,saprophytic,
29,primary forest,natural,1,1,TRUE,2.5x2.5,field study,south america,Brazil,Rondônia,tropical,166.92,2010,rainy,april,9,1-10,,genetically,,,,,4810.00,350.00,0.073,,,,,,Ascomycota,saprophytic,
29,secondary forest,moderate,2,1,TRUE,2.5x2.5,field study,south america,Brazil,Rondônia,tropical,166.92,2010,rainy,april,9,1-10,,genetically,,,,,4810.00,380.00,0.079,,,,,,Ascomycota,saprophytic,
29,secondary forest,moderate,3,1,TRUE,2.5x2.5,field study,south america,Brazil,Rondônia,tropical,166.92,2010,rainy,april,9,1-10,,genetically,,,,,4810.00,260.00,0.054,,,,,,Ascomycota,saprophytic,
29,grassland,moderate,4,1,TRUE,2.5x2.5,field study,south america,Brazil,Rondônia,tropical,166.92,2010,rainy,april,9,1-10,,genetically,,,,,4810.00,240.00,0.050,,,,,,Ascomycota,saprophytic,
29,agricultural meadow,strong anthropogene,5,1,TRUE,2.5x2.5,field study,south america,Brazil,Rondônia,tropical,166.92,2010,rainy,april,9,1-10,,genetically,,,,,4810.00,230.00,0.048,,,,,,Ascomycota,saprophytic,
29,agricultural meadow,strong anthropogene,6,1,TRUE,2.5x2.5,field study,south america,Brazil,Rondônia,tropical,166.92,2010,rainy,april,9,1-10,,genetically,,,,,4810.00,200.00,0.042,,,,,,Ascomycota,saprophytic,
